"dn" "gamma" "rn" "eta" "dm" "alpha" "init.cells.cols" "prob.death" "prob.prof"
"1" 0.00445883744763397 0.157491062458139 0.00287702205907553 13.1619632069487 0.0329611927488819 0.0844435471110046 1.67100244853646 0.0706341522745788 0.911231331527233
"2" 0.00838245788090699 0.0792762457532808 0.0218682692959905 14.0130613443907 0.0178026502049994 0.124957260589581 1.31347179412842 0.037615627553314 0.832266599498689
"3" 0.0127691404615643 0.222333711461397 0.0524465745165944 9.59412682824768 0.0119828105560038 0.130277388684917 1.03167162649333 0.0519736977037974 0.401873620972037
"4" 0.00425903790680529 0.142856518776389 0.0438975998865441 13.2392246501986 0.0148946409926517 0.144318085375708 1.01531559601426 0.0587103512370959 0.600670277513564
"5" 0.00942059035745473 0.0284306652040686 0.00927513112258166 10.1880509289913 0.000955015647737309 0.0835351302544586 3.39436316490173 0.0448284421907738 0.454195080138743
"6" 0.00600979838947323 0.137896646583686 0.0570956593949348 12.020882362267 0.025960474764579 0.132772799944505 2.49743039999157 0.0228310014703311 0.808822248876095
"7" 0.0181982910849019 0.146892469536979 0.0640731468152255 16.3136319927871 0.0288278483451344 0.155486870747991 3.60844421759248 0.0648050120286644 0.922625361382961
"8" 0.0149448036416548 0.0889515623764601 0.00967187980376184 11.3636921211146 0.0202192384944065 0.0790454602567479 1.48503903951496 0.0824925220594741 0.484618326090276
"9" 0.00184505739748245 0.178395073428983 0.0500845923572779 9.86624574265443 0.00074347291989252 0.175383842100855 4.66604966577142 0.0885115758003667 0.800979856401682
"10" 0.00722792159848101 0.214234695010819 0.0209141117677093 11.8324971150141 0.000426936499658041 0.168977886210196 3.91027061082423 0.0781047830218449 0.365332715213299
"11" 0.00117990142719704 0.154692031656159 0.0367881630444899 8.54327974235639 0.0196857056950917 0.128656972236931 2.00208100676537 0.040963051058352 0.755910843238235
"12" 0.00840261434517708 0.25070766298566 0.0211634603448212 9.43435824895278 0.0233763590123504 0.166547877888661 3.33301633689553 0.030975062167272 0.368344552442431
"13" 0.0116714069825115 0.0221925613726489 0.00597526611704379 17.3281499356963 0.0287685075765708 0.156835303709377 2.69282054062933 0.0843151623150334 0.368463695794344
"14" 0.00186201445944095 0.15550657346379 0.0191606508551165 17.1590302505065 0.0209887705434347 0.172355761940125 4.75886661652476 0.0939124373602681 0.353461068868637
"15" 0.0126320574198118 0.095219331869157 0.053096577959694 11.9954872180242 0.0297478622103808 0.0786006254749373 3.049665232189 0.0988395021832548 0.528673432022333
"16" 0.0165295916878632 0.161531186344801 0.0368950853707269 11.6929909717292 0.0134967931959545 0.115905731513631 2.35064240265638 0.0109496716200374 0.979963903315365
"17" 0.0147404200380123 0.153775350676151 0.0732837510021403 16.9313459324185 0.00902859869839158 0.151828357116319 4.71949732769281 0.0319100663159043 0.997059852071106
"18" 0.0139608689692649 0.0935633329325356 0.0753009464193135 10.8375987038016 0.0278580511077074 0.0853699721163139 4.48470076546073 0.0225664225267246 0.596264008805156
