"dn" "gamma" "rn" "eta" "dm" "alpha" "prob.death" "prob.prof"
"1" 0.00445883744763397 0.157491062458139 0.00287702205907553 13.1619632069487 0.0329611927488819 0.0844435471110046 0.0250975550920703 0.738970242440701
"2" 0.00838245788090699 0.0792762457532808 0.0218682692959905 14.0130613443907 0.0178026502049994 0.124957260589581 0.0170531153678894 0.445472244918346
"3" 0.0127691404615643 0.222333711461397 0.0524465745165944 9.59412682824768 0.0119828105560038 0.130277388684917 0.0107126115961 0.573099535144866
"4" 0.00425903790680529 0.142856518776389 0.0438975998865441 13.2392246501986 0.0148946409926517 0.144318085375708 0.0103446009103209 0.632980899885297
"5" 0.00942059035745473 0.0284306652040686 0.00927513112258166 10.1880509289913 0.000955015647737309 0.0835351302544586 0.063873171210289 0.509586152806878
"6" 0.00600979838947323 0.137896646583686 0.0570956593949348 12.020882362267 0.025960474764579 0.132772799944505 0.0436921839998104 0.314053346402943
"7" 0.0181982910849019 0.146892469536979 0.0640731468152255 16.3136319927871 0.0288278483451344 0.155486870747991 0.0686899948958308 0.687155662477017
"8" 0.0149448036416548 0.0889515623764601 0.00967187980376184 11.3636921211146 0.0202192384944065 0.0790454602567479 0.0209133783890866 0.844377973861992
"9" 0.00184505739748245 0.178395073428983 0.0500845923572779 9.86624574265443 0.00074347291989252 0.175383842100855 0.0924861174798571 0.897880673781037
"10" 0.00722792159848101 0.214234695010819 0.0209141117677093 11.8324971150141 0.000426936499658041 0.168977886210196 0.0754810887435451 0.805375849083066
"11" 0.00117990142719704 0.154692031656159 0.0367881630444899 8.54327974235639 0.0196857056950917 0.128656972236931 0.0325468226522207 0.475227120518684
"12" 0.00840261434517708 0.25070766298566 0.0211634603448212 9.43435824895278 0.0233763590123504 0.166547877888661 0.0624928675801493 0.386444997042418
"13" 0.0116714069825115 0.0221925613726489 0.00597526611704379 17.3281499356963 0.0287685075765708 0.156835303709377 0.0480884621641599 0.860579220578074
"14" 0.00186201445944095 0.15550657346379 0.0191606508551165 17.1590302505065 0.0209887705434347 0.172355761940125 0.094574498871807 0.945888332091272
"15" 0.0126320574198118 0.095219331869157 0.053096577959694 11.9954872180242 0.0297478622103808 0.0786006254749373 0.0561174677242525 0.989684463851154
"16" 0.0165295916878632 0.161531186344801 0.0368950853707269 11.6929909717292 0.0134967931959545 0.115905731513631 0.0403894540597685 0.208441525511444
"17" 0.0147404200380123 0.153775350676151 0.0732837510021403 16.9313459324185 0.00902859869839158 0.151828357116319 0.0936886898730882 0.39475614503026
"18" 0.0139608689692649 0.0935633329325356 0.0753009464193135 10.8375987038016 0.0278580511077074 0.0853699721163139 0.0884057672228664 0.311701533570886
"19" 0.0064046318004881 0.241383973913034 0.0619548907093704 13.8532076482661 0.0193254278364358 0.0914295701240189 0.0695566078275442 0.466097882017493
"20" 0.00489464126460766 0.139071474133525 0.0606695347176865 11.1833213171922 0.0011766588980332 0.177027942228597 0.0332580051547848 0.626827601902187
"21" 0.0186637057764332 0.232890889870469 0.058716510597989 8.82668247097172 0.0038551524927374 0.174437423117924 0.016419457863085 0.405858104489744
"22" 0.0150989282358151 0.0982937059900724 0.0404566209997982 17.6849607718177 0.0200102522041183 0.111943786321208 0.0119071278069168 0.916273502260447
"23" 0.00921933335521375 0.222437505444977 0.00823483695462346 17.8972690422088 0.0101689363951562 0.0772740894928575 0.0178715138533153 0.258282101526856
"24" 0.0158433380574519 0.205914512377931 0.0532071943901479 10.6705971045885 0.0311545717948815 0.163917373230215 0.0246967700123787 0.260681650787592
"25" 0.0103741140599202 0.0363990012637805 0.0635863416269422 7.37479739449918 0.0275111561364261 0.14130779810017 0.0839706891658716 0.980722915381193
"26" 0.0017729169440323 0.0413719137036242 0.00403072341382504 7.94359533442184 0.0141832616722677 0.108616642875131 0.0625432638148777 0.931605431437492
"27" 0.00463370356309786 0.165801092688926 0.0090813797460869 14.6303702222649 0.0079211452960968 0.149494551916141 0.0514793132105842 0.682300040498376
"28" 0.00548443386547687 0.204140194321517 0.0680202605027705 8.41628444124945 0.0214666556981625 0.0797121161967516 0.0354568659397774 0.528393966890871
"29" 0.00853782230408024 0.239622880750103 0.0253765342490748 14.5831163262483 0.0182358447471634 0.0935374298645184 0.0216770597477444 0.662139950320125
"30" 0.0127878243501587 0.211767506874166 0.0432443592686206 14.7613648669794 0.0126689748945879 0.164011633780319 0.0509475543769076 0.520597797445953
"31" 0.0105347938729997 0.234841552961152 0.0343126296252012 11.9226928409189 0.0278591522741131 0.0944113448238932 0.0581231453176588 0.399782288260758
"32" 0.00276232769456878 0.012921784579521 0.0377388263786212 15.3597833740059 0.00252774616233073 0.126809754653368 0.0289896778948605 0.259786931425333
"33" 0.00342240293351631 0.0720936787920073 0.0521052053865045 8.84627359197475 0.0236309654640965 0.1662919825688 0.0858161611389369 0.209437069483101
"34" 0.015811535865291 0.215180051211501 0.0319355027984828 16.2508098767139 0.00524267469709739 0.0881137415510602 0.0629257880803198 0.903966890089214
"35" 0.00782564669566043 0.0824810963228811 0.0289671458486468 7.63710683118552 0.016956116402708 0.178030362061691 0.0247307000402361 0.746416279301047
"36" 0.00844584233111772 0.0939035579480696 0.00123694969024509 11.3235385832377 0.00947359334628563 0.145934012841899 0.0728700989997014 0.822880207374692
"37" 0.0015937888104741 0.0364345484157093 0.0725046931913123 14.6971592425834 0.0286204597584205 0.0765017738938332 0.0738999138097279 0.499476512335241
"38" 0.0132268061254737 0.182267511422979 0.079831150104478 12.8641079203226 0.0200074799118098 0.16337853964651 0.0963449755054899 0.598672536201775
"39" 0.0116555714944925 0.222401268926915 0.0194783312600106 9.15583363361657 0.0123521024321904 0.130931902350858 0.0866523912432604 0.950630264915526
"40" 0.000309266461299034 0.130148853183491 0.0789970535540953 17.9237175360322 0.0103065205701394 0.168409079895355 0.0671360136847943 0.655640608072281
"41" 0.00951890856661368 0.137721792197553 0.00809000387210399 15.5023851073347 0.0173710208032047 0.107197622363456 0.0705199004383758 0.896970341354609
"42" 0.010673000813606 0.217183396397159 0.0228506203949451 12.9808129107114 0.0294252625305904 0.0903666853276081 0.0808597679948434 0.699128101207316
"43" 0.0157340620351722 0.0314567455195356 0.0438974071497098 8.94032992469147 0.0125847521606367 0.132497441442683 0.0670428046165034 0.926191405393183
"44" 0.0151179233798559 0.159333273193333 0.0305026423681527 11.1208521437366 0.00253594153430313 0.132232964034192 0.0809814497386105 0.629908398911357
"45" 0.00126330051262281 0.0419917566899676 0.0490420342322439 12.1946992164012 0.0298794886364136 0.12742795193335 0.0366426250943914 0.724042643979192
"46" 0.00817747475100379 0.199451409913599 0.0569488819975406 8.06889696326107 0.00249262350946665 0.111375493924133 0.0285818800330162 0.406720247864723
"47" 0.00520423313503736 0.132335414681584 0.0568540208443999 11.0733430099208 0.0110875692771748 0.137792554758489 0.0950236086617224 0.93862996250391
"48" 0.014828858920506 0.177875083087711 0.0579187929959968 7.36330773145892 0.0325442636386259 0.169525219209027 0.0940846941666678 0.57799967546016
"49" 0.000190792873758124 0.205977095138514 0.0728657073164359 12.5934687643312 0.0279232576041017 0.155353108807467 0.0523126387130469 0.282636830210686
"50" 0.0183582617155819 0.069246105713537 0.0158324565222487 8.10790849523619 0.0106966328891926 0.145048405549023 0.0265125124854967 0.496209009364247
"51" 0.00606812765456038 0.226203703455394 0.0645358728257939 7.9392575211823 0.0126348917211173 0.159878864253405 0.0459729160508141 0.84713054317981
"52" 0.0080500430968611 0.178674568084534 0.0516914774237201 9.69386764056981 0.00289840364786796 0.178894087588415 0.0814754515141249 0.621277839876711
"53" 0.00169522603837983 0.134835808345815 0.0537345959266648 15.4395440977532 0.0304546662817476 0.121758288890123 0.0303614173992537 0.779095400124788
"54" 0.00847573117911466 0.236995415551355 0.0304297420393676 9.71145387785509 0.00327505974913947 0.168418541478459 0.0969143890752457 0.608600248768926
"55" 0.011608488378308 0.248660242718179 0.0665843964979052 14.1257594639901 0.00799360814765096 0.14024165940471 0.0140302993985824 0.9644266968593
"56" 0.00658952180031431 0.202888679939788 0.0669711946882307 9.04685923317447 0.0219878054100322 0.0985496446397156 0.0666768195014447 0.58148152269423
"57" 0.0124846010419037 0.0863410101295449 0.01334664959535 15.9433981706388 0.0194306200104067 0.15092804323649 0.0578778638201766 0.292498427815735
"58" 0.011438908927761 0.0478000884421635 0.0152141106942669 17.4185948832892 0.0153500186225632 0.154135050605983 0.0580678056669422 0.293529862165451
"59" 0.0175393365103465 0.0207780316413846 0.000923976936005056 8.54381491243839 0.00812710876958445 0.127876919698901 0.0862320365780033 0.854748637415469
"60" 0.00320605358982342 0.233134675407782 0.0553775258790702 17.5248829864431 0.0104928149256855 0.175451375572011 0.0227384966076352 0.80963706932962
"61" 0.0170793926577836 0.0800651685043704 0.0296700110565871 9.77095131273381 0.0329701129604829 0.0743339112191461 0.0447610235051252 0.926227657683194
"62" 0.00903163787987712 0.137604195929598 0.0324790054764599 12.2197505510412 0.0306836468624184 0.0938623477006331 0.0763058787444606 0.292011929862201
"63" 0.00294874338113749 0.13940678613144 0.0651282843194902 7.4354869464878 0.0188390731077874 0.0927245852188207 0.0744674941315316 0.985224419273436
"64" 0.0138464739682544 0.0133973061444704 0.00465435781367123 9.36498705949634 0.0249997580345953 0.159650352457538 0.0446963468752801 0.822660491243005
"65" 0.0169570173906663 0.0863332871033344 0.0128629221111536 8.19678679271601 0.0117215085317614 0.110591243682429 0.0270876412559301 0.387115093879402
"66" 0.00203866320412513 0.244923408403993 0.0243857010329142 7.13991125370376 0.000411984549928457 0.0944577682507224 0.0194416521675885 0.51162431538105
"67" 0.0114261955351718 0.0648540797410533 0.0399259405398741 9.87562221148983 0.0148903795561055 0.135060071179178 0.0811753388750367 0.744612401165068
"68" 0.0101115134274738 0.214685168794822 0.00755264421049506 10.1670299302787 0.00136983675966039 0.128252395712771 0.0878111471957527 0.295870474725962
"69" 0.0124377878153247 0.0735252548241988 0.0429474712440744 12.4833394114394 0.023518247359735 0.0972424173774198 0.0946324827615172 0.505411830171943
"70" 0.0127601970173279 0.0905803158250637 0.0163267494775355 17.4793676517438 0.0119634923485341 0.108995317621157 0.0517089413572103 0.744829445891082
"71" 0.00257147555172304 0.12931232771487 0.0288999563904479 9.42869413550943 0.00368074075016193 0.104197440259159 0.0890117035526782 0.676959426514804
"72" 0.019022298274423 0.251031567164464 0.071316021294333 12.6972256163135 0.0131158730000723 0.129483282701112 0.0671480723517016 0.728629978187382
"73" 0.0113533219958616 0.236372312696185 0.0783128899043426 17.5290428902954 0.0267981067625573 0.105668234105688 0.0515224945126101 0.698227863572538
"74" 0.00597764916788484 0.126465911318082 0.0683904920291156 14.2943450163584 0.0194957041209331 0.16633301357273 0.0164670534315519 0.584848579578102
"75" 0.00528892879409157 0.0135156578000169 0.022824714993313 7.12975422199816 0.0256691610628739 0.172766054307576 0.0451805742830038 0.266827342100441
"76" 0.0061404108976589 0.0776927354082 0.0153365382304415 14.131742833415 0.0326024287000764 0.110278553687967 0.0326024346309714 0.360712849907577
"77" 0.00280287119335495 0.142938356528757 0.0485450432747603 7.6109263706021 0.0183461250080727 0.112590451485012 0.0755129437264986 0.7791962236166
"78" 0.00106026668648655 0.197649623606121 0.0234765950204805 7.08343121223152 0.0118764703433029 0.166009174154606 0.0678366160672158 0.700409807451069
"79" 0.00122465818584431 0.0487759337911848 0.00357112362347543 15.6225392271299 0.0249772690472892 0.0757653447682969 0.0571594725246541 0.322210318408906
"80" 0.0131374781187084 0.0498407673370093 0.0282435506619513 17.4712728527375 0.00185615380047821 0.0840800367039628 0.0396460806485266 0.694843982160091
"81" 0.0156424635662651 0.0218580923951231 0.0291664211491123 9.07392812147737 0.0272362233813619 0.157232123881113 0.0223029507277533 0.848882969655097
"82" 0.00126894784553652 0.0241618621069938 0.041594718323648 17.807257815497 0.0263766850713873 0.128154414317105 0.0852994019095786 0.297374803572893
"83" 0.0113618292518302 0.0227021657431033 0.0717938819408417 8.82000069483183 0.028820000727661 0.074113296715077 0.087765935419593 0.37100200522691
"84" 0.0175549159143891 0.116475382490316 0.0438785952085629 14.4086117837578 0.00202354456831235 0.14459853178123 0.0743893407005817 0.718278396315873
"85" 0.00320939834336564 0.112904271889711 0.0754354150287807 10.2216306324117 0.0268643006724538 0.0740794922411442 0.0186714728013612 0.832587201707065
"86" 0.00235476445414522 0.206297284363536 0.0210298491302878 7.65829331008717 0.00987223779186606 0.159288253057748 0.0691743386653252 0.26076278463006
"87" 0.0148078804157197 0.240313029404497 0.018523774667643 8.22698554676026 0.0152354318988742 0.144152122258674 0.0444219987187535 0.740950291790068
"88" 0.00539658647645614 0.207937381747179 0.0616973796019331 10.5551274889149 0.0327231505506439 0.079459580371622 0.0239349681069143 0.209758312813938
"89" 0.0136798528714166 0.0984937831852585 0.0395927487291396 15.6080534076318 0.00808903292282484 0.0981453246646561 0.0464575930638239 0.26331540606916
"90" 0.00802771247109212 0.0153289304755162 0.0525827253874391 12.3611119794659 0.0329264122739434 0.138707371538039 0.0997688221652061 0.979392317123711
"91" 0.0113026473093319 0.218075298134936 0.0609010522425175 17.0760426016059 0.00440826195990667 0.17193977962248 0.0680118068540469 0.875702705979347
"92" 0.00942071799571533 0.148486217482714 0.00265839337669313 11.8589441515505 0.0203351003383519 0.119288915737998 0.0307764918217436 0.438436730392277
"93" 0.011667142166167 0.1938207933784 0.0606954154463485 10.2907756273635 0.0130112400384387 0.0928165939659812 0.0131744366977364 0.295137189142406
"94" 0.0161781410250501 0.0478857747942675 0.0112835916444659 11.4654133557342 0.0301097299516201 0.177570236984175 0.0165174428140745 0.436592786572874
"95" 0.0169770589039328 0.197912104615243 0.0552490561390296 9.82711653923616 0.0260349802199518 0.168614454276394 0.0180080188671127 0.63053523581475
"96" 0.00618667721250537 0.046694196377648 0.0589627338031307 9.25434083584696 0.0279826143287122 0.0975640113442205 0.0557752591557801 0.453862249664962
"97" 0.0110473869975624 0.221933299278608 0.0755014605868608 8.11956923711114 0.00106303758029826 0.150259738999885 0.0140628780960105 0.706504590809345
"98" 0.0138384349156911 0.13809576480533 0.070650898871012 15.103205014253 0.0119373648080043 0.135836473635864 0.0450756823923439 0.632950808480382
"99" 0.0161092928823142 0.0708892135450151 0.056987823744677 13.815311652841 0.0110700263427105 0.148725480227731 0.0267004430526868 0.438058885186911
"100" 0.00879743104093964 0.122019200876821 0.0055831683460623 9.99088649568148 0.0110143243265338 0.0723114233207889 0.0265147505165078 0.747980875149369
"101" 0.000807286442792276 0.0795255130308215 0.0463603068834171 14.6581532708369 0.031622519924934 0.155233026463538 0.0951451351935975 0.859429004788399
"102" 0.00154244677608111 0.125915777906775 0.0110161156812683 12.011517764302 0.0240895388765028 0.153247631231789 0.0774832185078412 0.473848983831704
"103" 0.016955787227914 0.0657109915907495 0.0521075264343992 16.9924276764505 0.0268581190715777 0.158758426045533 0.0249417647230439 0.983368433266878
"104" 0.00863299133557384 0.243276438436005 0.0134393946632743 10.7004398067947 0.00783428573920391 0.116321141340304 0.0997118237568066 0.882681385055184
"105" 0.01645405892918 0.193890988852363 0.0103793954793364 15.3548762584105 0.0173466870578704 0.101273748409003 0.097843925813213 0.706949956342578
"106" 0.00765567196327238 0.240622496614233 0.0133747958300635 15.6567662425805 0.0197348448811332 0.15649999948917 0.0126485055708326 0.416704319417477
"107" 0.0138807224621852 0.251628051141743 0.0641287583991885 13.7236698141787 0.00483202041147742 0.175991622211877 0.0495265263062902 0.593884238786995
"108" 0.0129188671670384 0.0844036194297951 0.0400510627774522 8.12285161088221 0.0056034067094326 0.161120143081062 0.0320549604832195 0.919255064241588
"109" 0.00834861437684274 0.245572451932821 0.00810177086889744 14.0472113720607 0.0129434447404463 0.174295047458727 0.0226590967457742 0.455028718709946
"110" 0.000581060408265097 0.234057384408079 0.0392844993181527 8.66116028954275 0.0213124759397469 0.0892488668812439 0.0490501181874424 0.760085421800613
"111" 0.0125818262582556 0.108489106346387 0.0714114219889045 17.1963158245198 0.0137099910017336 0.177972647554707 0.0754448028560728 0.699366880767047
"112" 0.00835824701664038 0.161379599060165 0.0684390156846493 11.6814899039455 0.0325254310909426 0.1493462546519 0.052462236888241 0.390800611488521
"113" 0.0178093691050028 0.250402987793786 0.0417821845468134 12.8929856962059 0.014988502825913 0.0833481732918881 0.0723120193765499 0.487192891910672
"114" 0.00971831341495086 0.152966202916577 0.0613922799592838 15.1782325236127 0.0128252820238005 0.13262126268819 0.0623223922005855 0.249837753176689
"115" 0.0169699856328464 0.198445324955974 0.00516945249848068 9.65249791601673 0.0205217115934007 0.102982602559496 0.0306203375314362 0.546920582652092
"116" 0.00432359648051602 0.0927654411783442 0.0754941641736776 8.62026326381601 0.0303755678748013 0.115966808281373 0.0862775072501972 0.6093456171453
"117" 0.0104806051503934 0.106019488774473 0.0346088534895331 16.8623674446717 0.00864742283041123 0.149812666526996 0.0549377877754159 0.582128736376762
"118" 0.0072212011714282 0.196412949862424 0.0127294886415824 17.008620260749 0.0146618831108557 0.102581377974711 0.0540747946314514 0.910358761437237
"119" 0.0118861939930578 0.0182506738521624 0.040740664087981 8.51661380543374 0.00732629909967072 0.159384347305167 0.0522340666688979 0.400163991376758
"120" 0.0180445115989824 0.0272106826584786 0.040475335595198 17.1353813305032 0.0164931826691609 0.111856666426174 0.0478566134837456 0.874162448011339
"121" 0.0100944407833973 0.101000215972308 0.0506134267700836 17.1494573859964 0.0173741907327669 0.177519786015619 0.0973380320030265 0.919309366866946
"122" 0.00965821386914048 0.0746576322393958 0.0371871126173064 16.1080574665684 0.020557767931628 0.143562588943169 0.0175238443282433 0.231517184525728
"123" 0.0197280872271732 0.0801264500129037 0.0219812606196851 9.75634914077818 0.0188989749194588 0.0744454551930539 0.0673533828998916 0.858156424574554
"124" 0.00696685119123268 0.124793135391083 0.0266875599214807 14.7950638784096 0.0229031081279274 0.105478243886027 0.0100671331561171 0.335245612077415
"125" 0.00121373005366581 0.0784772914811038 0.0227169978396967 11.152284889482 0.00329645365218166 0.166674865647219 0.0951159977074713 0.491663584858179
"126" 0.0140320830719708 0.00734923308482394 0.0603037617335096 17.986803193111 0.0223252148216125 0.0937080525350757 0.0497477316041477 0.56467511728406
"127" 0.00976882587721897 0.0706000620638952 0.0629647769905627 10.4487760334741 0.0134103028802201 0.0827743133669719 0.0563276953063905 0.75225917827338
"128" 0.00369649707925296 0.017149429472629 0.0323128005675972 10.6458063707687 0.0245078676990001 0.159473508119117 0.0710788042331114 0.589722729660571
"129" 0.0159910451873473 0.0600610185973346 0.0357782563315705 14.636710785795 0.0306900544140954 0.0735860638786107 0.0864059484330937 0.637939202226698
"130" 0.0112979848119833 0.255774706646334 0.0380248056495562 10.7511194362305 0.0130449927846203 0.141834314099979 0.0245552241429687 0.424202113971114
